index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
522582,163,6,04/05/2013,709,1,0,0,0,8177.590870138203
484856,887,3,06/11/2013,607,1,1,0,0,6372.8370765694235
332515,93,4,09/04/2015,566,1,0,0,1,5719.253100536798
490604,574,6,28/09/2013,673,1,0,0,0,6831.338747687844
410965,219,4,22/01/2015,375,1,0,0,0,2703.657279220628
705741,678,1,02/09/2013,850,1,0,0,1,8269.910774453028
489649,437,2,30/09/2014,773,1,1,0,0,7634.099296885854
23816,373,1,12/05/2014,285,1,0,0,0,3662.8719878525626
589729,1042,5,20/09/2013,489,1,0,0,0,4395.183165556227
136742,262,2,06/08/2013,3219,1,0,0,0,21612.19514153874
495272,317,5,21/03/2014,623,1,1,0,0,6717.528086466131
4923,608,4,03/10/2013,0,0,0,a,0,0.0
267729,102,3,17/06/2015,1166,1,1,0,0,10903.168995916669
292042,789,7,01/06/2014,0,0,0,0,0,130.905592834051
703788,929,5,05/04/2013,625,1,0,0,1,5793.041028820744
225735,83,6,08/06/2013,309,1,0,0,0,3357.2933807058394
372768,542,4,05/09/2013,457,1,0,0,1,4338.150458106577
588012,940,1,09/12/2013,721,1,0,0,0,6881.100976685393
563608,964,5,01/02/2013,1171,1,0,0,0,9738.332774832494
679596,1005,7,13/01/2013,0,0,0,0,0,0.0
652086,195,1,21/10/2013,1552,1,1,0,1,14071.328428731025
482418,198,3,12/06/2013,243,1,0,0,0,2201.4428130036545
198378,712,4,06/02/2014,583,1,1,0,0,6438.120095959356
155477,807,2,02/07/2013,1108,1,1,0,0,11759.460235838722
680719,610,4,20/03/2014,497,1,1,0,0,5412.375990717571
152962,96,5,08/03/2013,582,1,1,0,0,6069.467302183733
418652,1044,7,04/01/2015,0,0,0,0,0,0.0
239466,632,1,14/07/2014,993,1,1,0,1,10620.458744624186
150681,792,4,19/12/2013,1039,1,1,0,0,10184.681603412786
46845,76,6,26/10/2013,798,1,0,0,0,7116.715951150426
416922,472,7,20/01/2013,0,0,0,0,0,0.0
622001,1012,2,05/02/2013,519,1,1,0,0,5870.572835998881
468289,61,7,21/06/2015,0,0,0,0,0,287.656742783643
126477,723,1,02/12/2013,686,1,1,0,0,8330.049822375875
569753,408,2,28/05/2013,400,1,1,0,1,5000.074332519394
495197,1060,7,25/08/2013,0,0,0,0,0,0.0
44858,1011,5,20/03/2015,866,1,1,0,0,8372.02790887635
116152,22,4,27/06/2013,511,1,0,0,0,4533.290359730356
366753,662,3,22/05/2013,663,1,0,0,0,5708.470536743134
165566,775,2,17/03/2015,569,1,1,0,0,5982.85458425979
498462,860,6,19/07/2014,605,1,0,0,0,5739.9301071269
552048,717,3,22/10/2014,650,1,1,0,0,6793.560835824073
685038,1012,1,22/06/2015,451,1,0,0,0,4570.380882945214
331840,995,6,03/01/2015,735,1,0,0,0,7198.603486956021
473923,516,5,31/01/2014,742,1,0,0,0,6502.2781392039105
122620,234,2,17/06/2014,1184,1,1,0,0,11155.100586474995
600323,179,7,15/12/2013,0,0,0,0,0,891.5817081387316
14237,855,3,23/01/2013,618,1,1,0,0,6215.1106235187735
382225,605,6,31/08/2013,475,1,0,0,0,5320.283264105272
528387,447,1,06/10/2014,757,1,1,0,0,7474.591148441289
274660,548,6,18/04/2015,389,1,0,0,0,4655.694738441085
432016,1004,3,17/04/2013,331,1,0,0,0,2851.574968882926
218239,146,1,16/09/2013,639,1,0,0,0,4349.679990466683
552039,34,7,26/05/2013,0,0,0,0,0,316.6103498953235
687385,379,3,27/02/2013,378,1,0,0,0,3421.671329714085
534666,1023,4,17/07/2014,603,1,1,0,0,5998.809476408098
577421,172,3,03/06/2015,978,1,1,0,1,9902.181633800157
457586,307,4,30/01/2014,292,1,0,0,0,2779.1032302312715
123093,763,5,03/10/2014,0,0,1,a,0,0.0
379080,279,4,05/09/2013,389,1,0,0,1,4087.7525017278367
426036,351,5,24/10/2014,518,1,1,0,0,5767.630637390897
294237,814,1,27/01/2014,507,1,0,0,0,4324.4956197446245
631141,605,1,27/07/2015,638,1,1,0,0,8191.899511339015
259306,862,3,02/10/2013,1179,1,0,0,0,8159.944497141095
283301,125,1,15/09/2014,1922,1,1,0,0,17185.49029192857
672249,1085,3,10/04/2013,836,1,1,0,0,8025.552530864164
64300,499,2,26/08/2014,576,1,0,0,1,5168.703164596873
221807,612,6,29/06/2013,566,1,0,0,0,5477.954726999349
675708,1024,7,08/06/2014,0,0,0,0,0,0.0
342832,814,5,28/03/2014,662,1,0,0,0,5564.6611496829455
279846,669,2,22/04/2014,374,1,0,0,1,3646.388199324689
640567,396,1,29/07/2013,1413,1,1,0,1,12888.797513180518
62638,299,7,15/03/2015,190,1,0,0,0,1528.8962697656002
45214,70,1,30/09/2013,677,1,0,0,0,5662.739449878212
383691,1054,2,07/04/2015,668,1,0,0,1,6112.147192276712
588201,372,3,24/04/2013,650,1,1,0,0,7540.64504413332
216034,225,6,04/07/2015,373,1,0,0,0,4299.456070819003
208375,241,3,20/03/2013,582,1,1,0,0,6019.60129688709
120267,1049,3,12/03/2014,609,1,0,0,0,5371.762390191521
68494,855,5,29/08/2014,613,1,0,0,1,5323.2741171478165
239499,656,4,21/02/2013,347,1,1,0,0,3990.929907791095
32939,227,4,23/01/2014,530,1,1,0,0,6228.251036191466
437114,488,4,17/01/2013,303,1,0,0,0,2850.0525283103825
305810,345,7,26/07/2015,0,0,0,0,0,233.17466459397198
1159,317,1,20/01/2014,573,1,1,0,0,6976.053168132673
435228,345,6,25/05/2013,320,1,0,0,0,3509.7987432134464
175182,79,7,17/02/2013,0,0,0,0,0,0.0
213794,406,2,09/12/2014,480,1,0,0,0,4855.213275038757
151046,647,7,12/05/2013,0,0,0,0,0,0.0
297887,87,4,09/10/2014,772,1,1,0,0,6428.132970414021
53718,153,3,11/02/2015,595,1,0,0,0,5747.275440987646
626852,502,6,29/03/2014,0,0,0,0,0,56.123302615822105
182692,395,4,17/04/2014,769,1,1,0,1,8397.994780897601
592334,144,3,02/01/2013,856,1,0,0,1,7057.063796453297
337876,1053,6,12/10/2013,699,1,0,0,1,6416.2434423608665
313596,900,2,10/02/2015,534,1,0,0,0,4857.676027911487
97871,1014,2,27/05/2014,1188,1,0,0,0,9114.282081568419
490162,992,1,14/01/2013,705,1,0,0,0,6043.9284040625125
276716,120,6,25/07/2015,544,1,0,0,0,5739.092957991817
664899,1079,1,05/01/2015,978,1,1,0,1,13726.807226868541
160372,290,6,07/03/2015,446,1,0,0,0,4531.452530644293
333463,809,6,28/02/2015,683,1,0,0,0,7678.907429663294
23597,589,4,12/09/2013,529,1,1,0,0,5414.318365209539
423056,636,7,16/06/2013,0,0,0,0,0,180.00874418144105
579590,689,2,12/02/2013,728,1,0,0,0,6049.045299297227
205938,328,4,25/07/2013,493,1,0,0,1,4529.622640694083
544508,419,1,30/12/2013,1290,1,0,0,1,10253.053961374098
405753,2,5,11/01/2013,539,1,1,0,0,4579.429025182312
51667,697,6,17/05/2014,925,1,0,0,0,8292.970895776241
636458,855,1,15/04/2013,586,1,0,0,0,4932.414332569184
156088,1069,6,26/07/2014,386,1,0,0,0,4337.588627459649
376055,601,2,19/05/2015,397,1,1,0,0,5406.742077032543
421844,454,5,18/04/2014,0,0,1,b,0,56.95133519123688
570880,175,7,06/07/2014,0,0,0,0,0,64.00909396530001
220887,426,3,05/03/2014,871,1,1,0,0,7560.645558968883
72068,296,2,01/10/2013,806,1,0,0,0,6048.362251378878
151353,956,5,09/05/2014,605,1,1,0,0,6133.603713328235
340638,691,5,19/09/2014,675,1,1,0,0,6323.066371917516
523136,867,3,26/03/2014,320,1,0,0,0,3665.6642938116165
114520,35,4,02/04/2015,1018,1,1,0,1,10079.724820169413
295844,257,4,05/02/2015,672,1,1,0,1,6707.956475930807
356953,352,2,08/10/2013,575,1,1,0,1,6763.660977218946
81704,971,4,25/12/2014,0,0,0,c,1,0.0
403960,592,7,16/11/2014,0,0,0,0,0,0.0
57908,43,5,05/09/2014,657,1,1,0,0,7052.819360450448
241154,165,7,14/06/2015,0,0,0,0,0,0.0
512151,557,5,27/02/2015,587,1,0,0,0,5132.799784169297
657036,502,7,30/06/2013,0,0,0,0,0,0.0
128237,96,3,11/03/2015,530,1,0,0,0,5113.953125198086
331896,922,4,26/09/2013,722,1,1,0,0,6487.975709952675
8776,842,5,13/06/2014,1272,1,0,0,1,10050.891324873448
617488,260,2,12/03/2013,887,1,0,0,0,5357.506923330913
315151,79,6,07/02/2015,421,1,0,0,0,3615.8165670749027
176355,370,6,27/12/2014,689,1,0,0,0,7932.656486490453
122790,988,6,12/07/2014,564,1,0,0,0,4701.801596214502
896,929,2,28/07/2015,680,1,1,0,1,7614.296528776038
115010,139,7,15/02/2015,0,0,0,0,0,0.0
472053,240,7,11/01/2015,0,0,0,0,0,0.0
253835,277,4,06/02/2014,539,1,1,0,0,5497.756881127484
504097,568,6,27/12/2014,442,1,0,0,1,4516.631497857654
113812,751,2,20/01/2015,544,1,0,0,0,5093.827989297576
43772,116,1,09/12/2013,757,1,0,0,0,7051.212023579143
90318,211,6,09/05/2015,1116,1,0,0,0,8972.473652442914
711292,42,6,10/08/2013,837,1,0,0,0,7606.204728023354
373812,718,7,19/10/2014,0,0,0,0,0,26.99615392414294
224602,269,4,11/12/2014,1070,1,0,0,0,8397.15977932427
597904,184,1,03/03/2014,0,0,1,0,0,327.54930673778284
21239,393,7,05/01/2014,0,0,0,0,0,399.0508199040593
125347,942,7,03/08/2014,0,0,0,0,1,182.98295887392752
41783,477,5,11/04/2014,432,1,0,0,0,4532.3653275396655
21374,162,4,05/09/2013,457,1,0,0,0,4576.625538840897
325458,269,2,06/01/2015,1511,1,1,0,1,12748.327181197787
506557,57,1,22/07/2013,1004,1,0,0,1,10099.770136963376
595113,890,3,23/04/2014,342,1,0,0,1,3539.9525756259713
239411,88,4,18/09/2014,702,1,1,0,0,6059.51162860475
185228,294,4,27/06/2013,648,1,0,0,0,5074.606136712999
318820,964,3,01/01/2014,0,0,0,a,1,24.85749100034487
262694,1073,7,15/06/2014,0,0,0,0,0,68.5131019255997
347824,162,6,07/06/2014,630,1,0,0,0,6543.370215635984
638012,861,2,25/03/2014,460,1,0,0,0,3645.593704588842
371839,15,5,02/01/2015,626,1,0,0,1,5749.077062607197
344392,463,5,21/03/2014,866,1,1,0,0,7713.275274090621
379181,453,4,02/04/2015,1336,1,1,0,1,12016.139815394346
615562,425,3,17/12/2014,530,1,1,0,0,5628.027185400909
596965,25,1,29/07/2013,1871,1,1,0,1,17052.441938091084
205452,29,3,03/06/2015,915,1,1,0,0,9061.028154611105
432508,259,5,27/02/2015,2677,1,0,0,0,14348.624514974757
228409,918,3,16/10/2013,603,1,0,0,0,5098.568888191458
48691,565,5,10/04/2015,662,1,0,0,1,6196.853391376265
436982,321,3,10/09/2014,479,1,0,0,0,4512.660587790464
630124,273,7,19/04/2015,0,0,0,0,0,200.15614021505175
154061,758,1,11/08/2014,615,1,0,0,1,6263.356300254966
151808,521,2,04/11/2014,421,1,1,0,0,4835.899974993058
500217,337,4,23/05/2013,277,1,0,0,0,2814.100018505969
153832,57,3,09/04/2014,864,1,0,0,0,8621.831415750172
428194,213,4,14/02/2013,524,1,0,0,0,5079.249864112492
176169,531,2,17/02/2015,631,1,1,0,0,5814.488546666115
339656,464,1,24/03/2014,1106,1,0,0,0,8100.660449104226
267512,479,3,17/04/2013,1145,1,0,0,0,8671.913874168325
504729,871,5,06/02/2015,539,1,1,0,0,5461.520433805415
178761,586,3,15/01/2014,1869,1,0,0,0,12375.0207094831
371417,589,5,18/07/2014,571,1,1,0,0,6147.399423533824
450536,713,6,11/10/2014,1338,1,0,0,0,10456.400415833506
660268,555,1,23/02/2015,308,1,0,0,0,2600.67381758745
648414,573,2,27/05/2014,268,1,0,0,0,3160.133662721237
73071,200,6,14/06/2014,870,1,0,0,0,8089.681539737739
158998,107,7,01/09/2013,0,0,0,0,0,83.90670315472764
14981,785,3,18/02/2015,538,1,1,0,0,5670.876443281645
525076,665,5,28/03/2014,1236,1,0,0,0,8655.330038027561
444030,397,6,19/07/2014,524,1,0,0,0,5109.817552366671
354026,1046,5,04/04/2014,808,1,1,0,0,7569.519326398272
326171,539,2,30/07/2013,1359,1,1,0,0,11203.849286229262
710724,186,5,16/08/2013,458,1,1,0,1,5477.847353782798
437862,888,4,23/10/2014,664,1,1,0,1,6590.702903227706
220163,551,5,31/01/2014,1173,1,0,0,0,8552.195720545395
128908,143,1,29/04/2013,702,1,1,0,0,7304.3546493918375
395856,874,1,21/10/2013,595,1,1,0,0,6452.529200620157
578140,956,5,01/11/2013,0,0,0,a,1,0.0
188870,157,5,01/08/2014,1045,1,1,0,1,9887.938228610086
82434,511,7,21/09/2014,0,0,0,0,0,0.0
605842,1015,6,30/11/2013,489,1,0,0,0,4778.143822696645
444587,987,7,21/12/2014,0,0,0,0,0,147.63662981743389
209032,398,7,08/12/2013,0,0,0,0,0,111.26847103384519
273016,301,6,02/08/2014,423,1,0,0,0,3783.247836178167
574951,237,3,27/02/2013,551,1,0,0,0,4427.769252376244
112511,842,5,22/05/2015,1327,1,1,0,0,11163.386439914131
260243,921,4,11/04/2013,1282,1,1,0,0,10375.605554748092
16683,1048,7,23/06/2013,0,0,0,0,0,198.87174267392163
162076,330,3,01/10/2014,485,1,1,0,0,5416.238373043555
156603,716,2,12/11/2013,354,1,0,0,0,3731.4433610574647
574547,59,2,25/03/2014,537,1,0,0,0,5522.160081321164
144084,1052,3,02/01/2013,836,1,0,0,1,6588.062916934335
289481,332,7,09/06/2013,0,0,0,0,0,0.0
57111,1102,3,09/10/2013,796,1,1,0,0,8202.055935048184
441138,558,7,12/01/2014,0,0,0,0,0,0.0
650749,307,7,12/10/2014,0,0,0,0,0,0.0
561566,937,2,05/05/2015,593,1,1,0,0,6721.520241618995
30332,1076,1,02/06/2014,866,1,1,0,0,10238.52565465786
566752,576,7,09/11/2014,0,0,0,0,0,16.11562258588867
317330,257,4,10/07/2014,624,1,0,0,1,5427.669292003443
355555,637,6,16/11/2013,587,1,0,0,0,5855.367860427391
615674,566,7,17/05/2015,0,0,0,0,0,0.0
665979,239,6,01/02/2014,542,1,0,0,0,4945.154362255345
250488,834,3,24/06/2015,550,1,0,0,0,5434.27186064423
421906,1018,7,20/07/2014,0,0,0,0,0,0.0
32613,466,7,09/02/2014,0,0,0,0,0,338.1051236320238
88477,769,3,24/09/2014,3334,1,0,0,0,17175.022251404334
394245,601,7,15/06/2014,0,0,0,0,0,358.8714050500154
531598,84,2,30/04/2013,1783,1,1,0,0,16125.890959450971
442269,180,5,19/04/2013,737,1,0,0,0,6683.178634972173
315643,15,6,30/08/2014,705,1,0,0,0,6379.718043418486
489075,350,3,13/11/2013,402,1,0,0,0,4292.558974836868
65050,1010,7,15/03/2015,0,0,0,0,0,0.0
305351,250,3,05/11/2014,721,1,1,0,0,7130.996312944067
141384,861,5,31/10/2014,554,1,0,0,1,4418.037963898312
475112,757,2,11/11/2014,630,1,1,0,0,7515.843547380127
102398,766,5,08/11/2013,523,1,1,0,0,5998.249142103146
78660,236,7,25/05/2014,0,0,0,0,0,398.33367289859234
210848,553,6,02/02/2013,895,1,0,0,0,7978.026087890695
329656,50,2,21/10/2014,358,1,1,0,1,4846.6646939893035
363159,497,5,26/04/2013,1050,1,1,0,0,8990.718267303298
407467,306,7,06/04/2014,0,0,0,0,0,0.0
402442,505,1,15/09/2014,687,1,1,0,0,7362.565052287039
379652,246,1,31/03/2014,1193,1,1,0,0,11190.422044043013
447654,300,7,30/11/2014,0,0,0,0,0,0.0
539990,653,1,09/06/2014,0,0,0,a,0,0.0
523678,551,7,29/09/2013,0,0,0,0,0,0.0
439478,121,1,08/07/2013,533,1,0,0,0,4966.523408211149
588697,714,2,14/01/2014,223,1,0,0,0,2284.922021636139
534940,17,1,16/06/2014,1113,1,1,0,0,11180.723869174713
64394,305,1,16/02/2015,679,1,1,0,0,7594.711357767235
455257,136,1,02/12/2013,700,1,1,0,0,8520.9636268679
603267,798,3,10/12/2014,977,1,0,0,0,8092.25554975355
64415,1099,5,10/05/2013,1287,1,0,0,1,9883.037057369867
143813,405,4,17/10/2013,416,1,0,0,0,3826.8138554138536
121910,985,4,22/05/2014,653,1,1,0,0,6237.4188980184945
187068,482,7,14/06/2015,0,0,0,0,0,91.867858179414
189386,158,6,16/11/2013,586,1,0,0,0,6345.635854023237
290759,778,4,28/02/2013,747,1,0,0,0,5854.002573980055
531946,702,5,20/09/2013,305,1,0,0,0,2890.322778330385
339998,1002,2,09/06/2015,673,1,0,0,0,5573.9470551815975
425613,154,6,02/02/2013,637,1,0,0,0,6699.784870961707
43706,887,5,13/06/2014,567,1,0,0,0,5554.1231327774485
230938,267,5,24/04/2015,864,1,0,0,0,7360.112649027783
213127,824,7,29/12/2013,0,0,0,0,0,426.25207533745
291515,452,7,28/07/2013,0,0,0,0,0,55.66270721198906
143451,23,1,23/09/2013,593,1,1,0,0,6446.535467530514
97610,71,5,11/10/2013,763,1,1,0,0,7638.043660138317
475473,705,6,23/02/2013,532,1,0,0,0,5513.4740070058515
513804,691,3,04/02/2015,592,1,1,0,0,5762.673206892318
124064,462,7,19/05/2013,0,0,0,0,0,178.9462032535136
522327,946,7,03/11/2013,0,0,0,0,0,0.0
551119,705,7,14/06/2015,0,0,0,0,0,217.3533139414138
305523,241,2,13/08/2013,716,1,1,0,1,7293.0721145714615
564973,887,4,19/02/2015,589,1,1,0,0,6314.6608902064445
527032,425,4,05/06/2014,456,1,1,0,0,4611.302020082651
617036,837,1,23/03/2015,473,1,0,0,0,3966.7955691277734
106903,856,6,11/05/2013,988,1,0,0,0,8059.65353821601
395370,225,4,09/01/2014,657,1,1,0,0,7240.39584264998
349696,1112,6,25/01/2014,722,1,0,0,0,6953.824827225244
239029,722,3,16/01/2013,1310,1,0,0,0,9748.772329537305
184294,548,5,08/03/2013,437,1,1,0,0,5598.90965309477
700835,237,1,05/08/2013,664,1,0,0,0,5010.1055242718585
653906,612,2,23/04/2013,373,1,1,0,0,4552.602924337587
620994,344,3,23/07/2014,928,1,0,0,1,7441.878629936629
198726,625,3,24/06/2015,607,1,0,0,0,5762.569541067433
31841,150,2,23/04/2013,770,1,1,0,0,8537.35758765417
583070,308,3,24/12/2014,528,1,0,0,1,5252.061637594844
31356,1102,6,18/07/2015,638,1,0,0,0,6863.421803320594
24131,823,4,25/07/2013,471,1,0,0,1,4691.231621991729
571545,930,1,21/04/2014,0,0,0,b,1,0.0
463799,981,2,12/08/2014,626,1,0,0,1,5697.38838118089
286525,965,2,09/04/2013,974,1,1,0,0,8898.562515786594
121305,995,6,21/09/2013,638,1,0,0,0,5779.894326186521
60476,146,7,14/06/2015,0,0,0,0,0,0.0
301311,667,2,26/11/2013,780,1,0,0,0,6228.029403576537
176304,387,7,23/02/2014,0,0,0,0,0,719.4000747136582
260619,335,7,21/07/2013,1520,1,0,0,0,8969.272281575813
398545,530,2,06/08/2013,1348,1,0,0,0,10759.984718773036
154143,517,2,21/04/2015,555,1,0,0,0,5242.659530332722
320671,840,6,04/10/2014,898,1,0,0,0,6831.966638370144
366614,738,4,23/04/2015,619,1,0,0,0,5518.700679122002
560413,444,6,03/01/2015,1984,1,0,0,0,15066.150529741406
457308,777,4,29/05/2014,0,0,0,a,0,0.0
624511,78,2,12/11/2013,432,1,0,0,0,4340.414835235991
568486,71,5,27/09/2013,804,1,1,0,0,7867.126089364123
666404,863,6,06/09/2014,780,1,0,0,0,6054.88324936386
478046,1034,4,16/04/2015,791,1,1,0,0,9332.329073254326
273193,662,2,07/07/2015,673,1,0,0,0,6036.869718974216
589141,150,4,29/05/2014,0,0,0,a,0,139.6771299892466
573262,990,3,01/04/2015,791,1,1,0,0,7770.270922773443
143005,138,3,03/09/2014,841,1,1,0,0,8099.292039595256
177420,214,2,09/06/2015,619,1,0,0,0,7271.508102827221
323685,1085,6,02/03/2013,577,1,0,0,0,5242.116549137561
271323,1055,7,20/01/2013,0,0,0,0,0,0.0
305202,1055,6,25/01/2014,870,1,0,0,0,7413.792774062109
215148,962,6,04/05/2013,748,1,0,0,0,6451.8107051962925
620718,343,5,08/02/2013,788,1,1,0,0,9327.996438036458
354199,347,3,06/05/2015,403,1,1,0,0,5285.541186143081
414107,807,5,29/11/2013,985,1,0,0,0,9784.818675146176
77968,752,6,18/07/2015,263,1,0,0,0,2991.2944257893223
216809,327,3,17/04/2013,741,1,0,0,0,6243.922868751989
318084,212,1,10/02/2014,442,1,0,0,0,4425.917856297755
667160,141,1,23/12/2013,1270,1,0,0,1,10520.12666293308
126828,836,4,02/10/2014,903,1,1,0,0,7731.616285784314
439274,359,2,25/06/2013,499,1,0,0,0,4653.943500113895
181674,858,7,11/08/2013,0,0,0,0,0,0.0
610861,459,5,14/02/2014,1092,1,0,0,0,8360.396861105397
263133,747,3,03/04/2013,619,1,0,0,0,5575.637354989387
30645,36,7,10/03/2013,0,0,0,0,0,536.0107401242585
319946,971,6,31/01/2015,1040,1,0,0,0,8248.831450166597
513156,551,6,12/04/2014,819,1,0,0,0,6860.847544295368
87142,127,4,06/06/2013,657,1,1,0,0,6934.086899148631
698335,85,3,31/07/2013,1022,1,1,0,1,10325.692775885595
10064,24,3,01/05/2013,0,0,1,a,0,418.3261695613987
643966,385,7,01/03/2015,0,0,0,0,0,635.2197771719328
518092,447,5,13/03/2015,570,1,0,0,0,4980.056812721324
404673,755,5,06/09/2013,837,1,0,0,0,6897.535401655789
540449,545,7,02/03/2014,0,0,0,0,0,160.0579402648492
144078,918,5,05/04/2013,502,1,0,0,1,4552.375010651808
469184,169,1,27/04/2015,719,1,1,0,0,8105.587108513125
443950,849,3,03/12/2014,1071,1,1,0,0,9983.079303162778
306861,814,2,26/03/2013,753,1,1,0,1,7515.659502415718
214515,1,6,19/10/2013,479,1,0,0,1,4219.347380868255
536172,824,3,29/05/2013,608,1,1,0,0,6341.415626314942
152845,596,6,05/01/2013,639,1,0,0,0,6677.521200013119
314566,123,3,26/11/2014,1125,1,1,0,0,9660.938260420018
199379,317,4,22/08/2013,434,1,0,0,1,4383.36435527922
1721,717,2,18/06/2013,513,1,1,0,0,6187.297862130814
565289,395,6,21/03/2015,325,1,0,0,0,3258.956996940756
574395,259,1,16/02/2015,2566,1,1,0,0,17528.24430697763
294067,261,5,11/07/2014,854,1,0,0,0,5717.917433432419
293838,740,3,17/04/2013,405,1,0,0,0,4444.189668138151
587676,81,2,31/03/2015,484,1,1,0,1,6429.535714253414
646648,481,2,10/12/2013,455,1,0,0,0,4739.289286815631
527667,695,3,24/04/2013,529,1,1,0,0,5917.733900006255
265819,433,6,11/04/2015,437,1,0,0,0,4551.754367059413
493877,699,2,16/09/2014,1009,1,1,0,0,9969.55251516687
70300,379,2,02/09/2014,503,1,1,0,1,5246.091430335524
211933,569,3,13/11/2013,641,1,0,0,0,5278.736751448159
640157,1058,5,05/07/2013,797,1,1,0,0,7707.09494803282
98316,613,4,03/07/2014,949,1,1,0,0,8998.217608865529
201515,395,5,11/07/2014,539,1,0,0,1,5975.618901739852
24083,494,6,30/11/2013,909,1,0,0,0,7472.544040686371
622041,732,5,13/12/2013,492,1,0,0,0,5173.351022367823
294647,70,5,14/11/2014,722,1,1,0,0,7185.462754641754
622539,787,1,23/12/2013,2337,1,0,0,1,18798.629127160606
95276,153,5,27/06/2014,651,1,0,0,0,6370.9899942128695
371607,14,7,20/04/2014,0,0,0,0,0,54.062061687202686
440582,546,4,24/10/2013,1668,1,1,0,0,13759.918771674536
333573,534,4,16/05/2013,566,1,1,0,0,6711.455256489323
94482,604,7,02/03/2014,0,0,0,0,0,144.2178001050886
182821,946,1,16/06/2014,725,1,1,0,0,6975.949766232574
625641,360,2,02/04/2013,844,1,0,0,1,7172.906303293748
172218,520,7,13/07/2014,0,0,0,0,0,0.0
150091,495,3,31/12/2014,289,1,0,0,1,3293.413878642725
186960,726,7,05/01/2014,0,0,0,0,0,184.83452431267432
401919,31,2,22/01/2013,567,1,1,0,0,4948.195268911428
419588,872,2,28/10/2014,738,1,0,0,0,6151.043365493355
505246,477,2,22/04/2014,460,1,0,0,1,4511.3589634189475
62832,300,7,25/01/2015,0,0,0,0,0,0.0
100304,792,7,14/07/2013,0,0,0,0,0,0.648783559176409
467148,230,3,24/06/2015,863,1,0,0,0,8146.722920953281
264648,682,6,05/10/2013,1551,1,0,0,0,9187.453139282688
290111,35,7,29/09/2013,0,0,0,0,0,0.0
599334,98,1,18/11/2013,511,1,1,0,0,6108.23454958969
663373,263,5,07/06/2013,275,1,1,0,0,3687.5972222937235
120757,49,7,22/02/2015,0,0,0,0,0,0.0
172011,253,7,12/07/2015,0,0,0,0,0,796.0731878123345
575926,295,3,14/05/2014,621,1,0,0,0,5163.819492793487
322477,1059,1,28/01/2013,972,1,0,0,0,7677.53595522305
547920,608,3,22/07/2015,778,1,0,0,1,6836.2029156143135
100220,553,4,05/03/2015,574,1,1,0,0,6634.629599313001
160909,928,6,23/08/2014,665,1,0,0,0,6089.342418334576
678905,155,5,08/05/2015,700,1,1,0,0,8291.286438314348
7,764,4,26/12/2013,0,0,0,c,1,284.4678350389542
570736,535,6,01/02/2014,532,1,0,0,0,6023.213990216212
17210,79,5,22/02/2013,556,1,1,0,0,5382.141064255508
641782,561,1,21/01/2013,645,1,1,0,0,6691.263840480372
249108,88,4,07/02/2013,641,1,1,0,1,5585.739010838084
151206,28,1,11/03/2013,507,1,0,0,0,4526.49571574207
129545,830,7,06/04/2014,0,0,0,0,0,0.0
146750,778,3,20/03/2013,989,1,1,0,0,8728.639829623191
123471,975,7,10/02/2013,0,0,0,0,0,0.0
320804,65,1,07/07/2014,421,1,0,0,0,4835.967590710042
689082,635,1,25/11/2013,560,1,0,0,0,5187.529261599974
574603,734,6,14/06/2014,342,1,0,0,0,3715.6689250209256
281729,856,3,26/02/2014,812,1,0,0,0,6566.062571440405
236641,597,5,14/02/2014,674,1,0,0,0,5041.2839029266925
480917,1114,4,26/03/2015,2841,1,0,0,0,17654.109581431905
242320,900,2,14/04/2015,653,1,1,0,0,7585.043482885096
261158,1104,5,18/10/2013,383,1,0,0,0,4241.890283582651
579599,981,5,16/01/2015,887,1,1,0,0,8999.543333068497
548094,23,2,02/12/2014,555,1,1,0,0,6315.911451625582
92439,734,1,18/08/2014,790,1,1,0,1,8685.002280005945
19224,833,4,31/10/2013,583,1,0,0,0,5173.610653077963
137078,746,5,31/01/2014,470,1,0,0,0,4825.781287471207
567136,733,2,18/11/2014,3238,1,0,0,0,15140.515229817946
427774,67,4,20/03/2014,792,1,1,0,0,8397.410966272104
246238,799,3,20/11/2013,916,1,1,0,0,8462.18381893279
324776,1058,2,14/01/2014,623,1,0,0,0,5423.883306575754
9940,38,3,24/12/2014,405,1,0,0,1,4181.9028966107935
306931,768,1,24/02/2014,1181,1,0,0,0,10185.095742098692
269651,858,4,05/09/2013,303,1,0,0,1,2599.895850414775
407185,488,5,28/06/2013,383,1,0,0,1,3788.6097299919484
406507,274,6,22/03/2014,760,1,0,0,0,6788.89545608491
463193,730,6,26/04/2014,794,1,0,0,0,7414.565707652892
148124,273,1,27/04/2015,1001,1,1,0,0,10602.377154788954
255849,325,3,10/06/2015,596,1,0,0,0,5564.860586656389
171636,899,6,27/04/2013,225,1,0,0,0,1928.0147909080222
287260,969,5,22/02/2013,1024,1,1,0,0,8415.742837164154
350320,399,6,17/08/2013,506,1,0,0,0,4519.803771950501
609674,1031,4,04/06/2015,0,0,1,a,0,216.48707867502608
319804,576,4,28/05/2015,825,1,0,0,0,7426.578093355219
630869,190,1,09/03/2015,658,1,0,0,0,6002.0939324582
525276,958,6,26/01/2013,434,1,0,0,0,4041.752344398306
